method,evaluation,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,f1,best_f1,elapsed_time
QMC,49,150,28,5,4,sqrt,False,0.6807891332470892,0.6941992433795713,98.18396035000023
QMC,50,284,6,15,9,log2,True,0.4851116625310174,0.6941992433795713,98.63463221300026
QMC,51,190,23,7,6,,True,0.6888398486759143,0.6941992433795713,105.5105754770002
QMC,52,51,11,16,13,log2,False,0.5968795355587808,0.6941992433795713,105.65254224899945
QMC,53,86,19,13,13,sqrt,False,0.6639154836579729,0.6941992433795713,106.16510219500015
QMC,54,225,15,3,6,,True,0.6880895283772982,0.6941992433795713,112.44357966799998
QMC,55,250,24,18,11,log2,True,0.6394673950153636,0.6941992433795713,113.24025822600015
QMC,56,114,10,9,2,sqrt,False,0.6410874053682037,0.6941992433795713,113.6188119110002
QMC,57,100,21,19,8,log2,False,0.6475934028946483,0.6941992433795713,114.01386524999998
QMC,58,246,14,11,12,sqrt,True,0.6530818457393062,0.6941992433795713,114.91585985799975
QMC,59,200,29,12,2,log2,True,0.666776424102733,0.6941992433795713,115.93374056899938
QMC,60,59,5,2,11,,False,0.6416884816753927,0.6941992433795713,116.33091557599982
QMC,61,24,26,9,9,,False,0.6589932473910375,0.6941992433795713,117.5961994219997
QMC,62,165,8,17,4,log2,True,0.5575711285086882,0.6941992433795713,117.89790569199977
QMC,63,281,19,4,15,sqrt,True,0.658686616791355,0.6941992433795713,119.1632015260002
QMC,64,135,16,14,5,,False,0.6599158747468453,0.6941992433795713,125.06759030499961
